name,create_dttm,pid,gender,age,short_nm,education_level_code,speciality,semester_cnt,subcide_rate,semester_cost_amt,initial_approved_amt,initial_term,utm_source,marketing_flg,approve_dttm,approve_flg,reject_reason,util_dttm,util_flg,score
Тимофей Викторович Волков,2024-07-27,ec952bff-c551-4301-bd82-dae77a4ee8f,M,17,Национальный исследовательский ядерный университет «МИФИ»,SPECIALTY,Прикладная математика,1,3.5,240000,576000.0,4,website,1,2024-09-11,1,,2024-08-17,1,0.49
Макаров Аполлинарий Захарьевич,2024-06-21,201dd932-3952-469b-8e3e-128648688870,M,19,Красноярский государственный университет (КГУ),BACHELOR,Прикладная математика,4,4.3,260000,0.0,8,website,0,,0,Заявитель найден в ЧС,,0,0.84
Валерьян Елизарович Евдокимов,2024-06-05,9445d64d-9d18-463c-a260-d0792eb6e00b,M,17,Уральский федеральный университет имени первого Президента России Б.Н. Ельцина (УрФУ),BACHELOR,Инженерия программного обеспечения,2,3.3,180000,540000.0,6,bank,0,2024-09-06,1,,2024-06-25,1,0.56
Капустин Арсений Марсович,2024-05-10,45871821-0a3a-48bc-9273-1aa1e14878c,M,18,Новосибирский государственный университет (НГУ),BACHELOR,Информатика и вычислительная техника,1,4.0,260000,624000.0,4,bank,1,,0,,2024-07-12,1,0.56
Ия Захаровна Зимина,2024-05-19,8f2ee9ec-f07f-4d79-90d5-dc92c248e5ae,F,19,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Прикладная математика,4,4.0,210000,1680000.0,8,social_media,0,2024-08-23,1,,2024-05-20,1,0.55
Чеслав Анатольевич Зыков,2024-06-12,cf4b793b-40bf-4d7b-aea3-fa05a73079b,M,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Автоматизация и управление,2,3.8,280000,1008000.0,6,social_media,1,2024-09-03,1,,2024-08-07,1,0.49
Эрнст Авдеевич Моисеев,2024-07-26,8eceee1a-16dc-4a91-a119-91f586955879,M,16,Московский физико-технический институт (МФТИ),SPECIALTY,Прикладная математика,2,4.8,300000,900000.0,6,social_media,0,,0,,2024-08-14,1,0.6
Эмилия Антоновна Блохина,2024-05-26,c0e01a9d-74b4-404b-be99-8a6674cb55d7,F,18,Московский физико-технический институт (МФТИ),SPECIALTY,Инженерия программного обеспечения,1,3.2,210000,378000.0,2,bank,0,,0,,2024-08-04,1,0.65
Виктория Игоревна Афанасьева,2024-05-24,9dc792dc-f6de-4e31-ad79-a677c7a5fcf5,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Инженерия программного обеспечения,1,3.3,310000,0.0,2,bank,0,,0,Недостаток документов,,0,0.88
Щукина Ангелина Валентиновна,2024-05-31,10d7c7dc-a0b1-4f67-af1b-2393ffbf750,F,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,1,3.0,260000,0.0,2,website,1,,0,Недостаток документов,,0,0.86
Вероника Кузьминична Фомина,2024-05-17,bd167851-7bc1-4c87-adc1-847eea34bd3f,F,18,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Кибернетика,2,3.5,310000,992000.0,4,social_media,0,2024-06-24,1,,2024-06-04,1,0.55
Варвара Эльдаровна Зуева,2024-05-10,9ee14a9b-570c-49f1-9d90-c97bc76cdb1,F,16,Санкт-Петербургский государственный университет (СПбГУ),SPECIALTY,Механика,6,4.0,295000,3540000.0,12,bank,1,2024-08-20,1,,2024-05-21,1,0.68
Лапин Гурий Ефимьевич,2024-06-20,33291922-4933-4803-be1a-df796926ab0,M,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Химия,2,3.3,220000,1056000.0,8,social_media,1,2024-08-12,1,,2024-08-05,1,0.61
Беляева Таисия Матвеевна,2024-06-25,f09cb6ab-072a-4f2f-a392-4eb42877cca1,F,18,Казанский федеральный университет (КФУ),BACHELOR,Автоматизация и управление,2,4.6,160000,640000.0,8,social_media,0,2024-07-29,1,,2024-07-29,1,0.68
Емельян Васильевич Доронин,2024-07-11,d034032a-1ce7-4887-a226-9b237814d0dd,M,17,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Физика,2,3.1,265000,1060000.0,8,social_media,0,2024-09-02,1,,2024-07-27,1,0.52
Мишина Нинель Афанасьевна,2024-06-01,71cbaddd-3dc1-489d-bb76-8ed0d201270,F,21,Казанский федеральный университет (КФУ),MASTER,Информатика и вычислительная техника,1,4.6,340000,510000.0,2,social_media,1,2024-06-28,1,,2024-06-27,1,0.73
Зоя Павловна Исаева,2024-08-14,793fa980-6157-40a3-b4d8-b11f8406abc2,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Инженерия программного обеспечения,0,4.2,310000,310000.0,2,social_media,0,2024-08-25,1,,2024-08-20,1,0.67
Феликс Филимонович Васильев,2024-06-10,227c0ca1-1ab8-4978-b9b7-091b92677a20,M,24,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Информатика и вычислительная техника,2,3.9,450000,1350000.0,4,website,0,2024-08-31,1,,2024-07-16,1,0.7
Маслова Валентина Ефимовна,2024-05-09,4e6fa563-fa6c-4688-93bc-17e0f51dec8,F,23,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Прикладная математика,1,4.0,400000,800000.0,4,bank,1,2024-07-26,1,,2024-06-16,1,0.74
Варвара Евгеньевна Исакова,2024-06-04,c3e95047-6143-4d29-8b86-af1054b592b6,F,17,Московский физико-технический институт (МФТИ),BACHELOR,Информатика и вычислительная техника,1,4.9,350000,630000.0,2,social_media,0,2024-08-27,1,,2024-07-10,1,0.64
Шашкова Людмила Захаровна,2024-06-16,d20f3bd3-d757-4bb9-8472-594ce9d14f2,F,21,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Электроника и наноэлектроника,1,4.0,440000,1056000.0,4,bank,1,2024-09-03,1,,2024-08-13,1,0.72
Суворов Кондрат Анатольевич,2024-05-16,c38719b4-fef9-4a0a-8299-f6c79f915896,M,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Механика,1,3.8,345000,0.0,2,bank,0,,0,Плохая КИ,,0,0.87
Бирюкова Евгения Григорьевна,2024-05-03,bd2b432a-4aab-4ea2-9b00-4c921cf10bec,F,21,Санкт-Петербургский государственный университет (СПбГУ),MASTER,Физика,1,4.0,265000,530000.0,2,social_media,0,2024-09-13,1,,2024-08-19,1,0.61
Лыткина Ксения Геннадьевна,2024-05-07,3f125ac0-1712-4938-b4a2-edbdc1d085b1,F,16,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Биотехнология,2,4.0,275000,825000.0,6,bank,0,2024-09-02,1,,2024-07-03,1,0.7
Кира Эдуардовна Горбачева,2024-06-05,f4c1aafd-26dc-4283-826b-35268faaf536,F,19,Московский физико-технический институт (МФТИ),BACHELOR,Прикладная математика,3,3.4,250000,1600000.0,8,bank,0,2024-09-02,1,,2024-06-12,1,0.67
Суворова Елена Олеговна,2024-05-24,1ecde25a-5166-44ce-9d73-4d8f7b836e1,F,23,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Электроника и наноэлектроника,2,4.0,440000,1320000.0,4,website,1,2024-08-29,1,,2024-07-20,1,0.72
Милан Иларионович Исаев,2024-07-05,ca6faa7d-0a9e-4613-80ef-71a1c81ac335,M,18,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),BACHELOR,Электроника и наноэлектроника,4,3.6,390000,3120000.0,8,website,0,2024-09-09,1,,2024-07-08,1,0.63
Исакова Ольга Михайловна,2024-07-23,76a1d63f-a24e-4ea8-b09d-32d44cf8b94c,F,18,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Механика,2,3.7,295000,1327500.0,6,social_media,0,2024-08-15,1,,2024-07-24,1,0.56
Мечислав Гурьевич Тетерин,2024-05-13,ea26d1fe-19af-4325-9470-fe38eb358732,M,19,Московский государственный университет имени М.В. Ломоносова (МГУ),BACHELOR,Инженерия программного обеспечения,4,3.1,310000,2480000.0,8,bank,0,2024-09-12,1,,2024-07-15,1,0.68
Чернов Ярополк Давидович,2024-06-15,40e6abf5-7f6d-44ac-bafa-90294ea578cd,M,15,Российский государственный университет нефти и газа имени И.М. Губкина,BACHELOR,Электроника и наноэлектроника,1,4.0,200000,300000.0,2,website,0,2024-09-02,1,,2024-07-20,1,0.5
Гаврилова Марфа Аскольдовна,2024-05-28,df4acbff-2bcd-44bd-b246-e770734c320,F,24,Национальный исследовательский университет «Высшая школа экономики» (ВШЭ),MASTER,Химия,2,4.0,410000,1230000.0,4,website,1,2024-09-12,1,,2024-09-09,1,0.72
Клавдия Филипповна Галкина,2024-06-02,16372e00-5306-439d-9c32-78225819736b,F,18,Новосибирский государственный университет (НГУ),BACHELOR,Физика,1,4.9,175000,350000.0,4,social_media,0,2024-08-03,1,,2024-07-25,1,0.56
Блинов Доброслав Даниилович,2024-05-09,679e1ee6-b72e-4f38-8c1b-9282f7fd07a3,M,19,Санкт-Петербургский государственный университет (СПбГУ),BACHELOR,Химия,0,3.5,260000,260000.0,2,bank,0,2024-08-11,1,,2024-07-17,1,0.68
